rt1,resp1,correct1,features_1,features_2,features_3,features_4,features_5,features_6,ExpName,subNo,seqA,seqB,block,trial,trialnum,cuetype,task,subtaskcode,corr_resp1,onsetTime_s,onsetTime_cue,onset_cue,onsetTime_cue_fb,onset_cue_fb
3040,2@,1,12,22,42,61,32,51,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,1,1,A2,weapon,5,2@,10894.4973411,10902.5102674,8.01292630000171,0,0
3862,3#,1,11,22,42,62,32,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,2,2,B4,glasses,3,3#,10894.4973411,10913.5094767,19.0121356,0,0
4988,4$,1,11,21,42,61,31,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,3,3,A4,tools,6,4$,10894.4973411,10924.5101694,30.0128283000013,0,0
2793,4$,1,12,21,42,61,32,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,4,4,B1,tools,6,4$,10894.4973411,10937.5101333,43.0127922000011,0,0
6942,2@,1,12,22,42,61,32,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,5,5,A2,weapon,5,2@,10894.4973411,10947.506686,53.0093449000015,0,0
5371,7&,1,12,21,42,61,31,51,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,6,6,B3,helmet,1,7&,10894.4973411,10961.5095174,67.0121763000006,0,0
3579,8*,1,11,21,41,62,31,51,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,7,7,A3,vest,2,8*,10894.4973411,10974.5110585,80.013717400001,0,0
5724,8*,1,11,21,41,62,31,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,8,8,B2,vest,2,8*,10894.4973411,10985.5095148,91.0121737000009,0,0
1488,7&,1,11,22,42,62,32,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,9,9,A1,helmet,1,7&,10894.4973411,10998.510277,104.0129359,0,0
2375,4$,1,11,21,42,62,31,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,10,10,B1,tools,6,4$,10894.4973411,11007.5087732,113.0114321,0,0
5012,3#,1,12,21,41,62,31,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,11,11,A5,glasses,3,3#,10894.4973411,11017.5095262,123.0121851,0,0
5595,2@,1,11,21,41,62,32,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,12,12,B5,weapon,5,2@,10894.4973411,11030.5106176,136.013276500002,0,0
4777,4$,1,12,22,41,61,31,51,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,13,13,A4,tools,6,4$,10894.4973411,11043.5085052,149.0111641,0,0
3001,3#,1,11,22,42,62,32,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,14,14,B4,glasses,3,3#,10894.4973411,11055.5084214,161.011080300001,0,0
3347,4$,1,11,21,41,61,32,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,15,15,A4,tools,6,4$,10894.4973411,11066.5099569,172.0126158,0,0
3533,7&,1,11,21,41,61,32,51,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,16,16,B3,helmet,1,7&,10894.4973411,11077.509613,183.012271900001,0,0
1645,7&,1,12,22,41,61,31,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,17,17,A1,helmet,1,7&,10894.4973411,11088.5099005,194.0125594,0,0
2844,4$,1,12,22,42,62,31,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,18,18,B1,tools,6,4$,10894.4973411,11097.5080694,203.010728300002,0,0
4046,3#,1,12,21,42,62,31,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,19,19,A5,glasses,3,3#,10894.4973411,11107.5096785,213.012337400001,0,0
2133,7&,1,12,21,42,61,31,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,20,20,B3,helmet,1,7&,10894.4973411,11119.5099747,225.012633600001,0,0
2347,7&,1,11,22,42,61,32,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,21,21,A1,helmet,1,7&,10894.4973411,11129.5108967,235.0135556,0,0
2543,7&,1,12,21,41,61,31,51,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,22,22,B3,helmet,1,7&,10894.4973411,11139.5104257,245.013084600001,0,0
2277,3#,1,11,21,41,62,31,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,23,23,A5,glasses,3,3#,10894.4973411,11149.5110947,255.0137536,0,0
2920,3#,1,11,21,42,62,32,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,24,24,B4,glasses,3,3#,10894.4973411,11159.5088235,265.011482400001,0,0
1167,7&,1,12,22,41,62,32,51,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,25,25,A1,helmet,1,7&,10894.4973411,11169.5076352,275.0102941,0,0
0,,0,12,22,42,61,31,51,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,26,26,B4,glasses,3,3#,10894.4973411,11178.5101954,284.012854300001,11187.5538659,293.0565248
3366,8*,1,12,22,42,62,31,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,27,27,A3,vest,2,8*,10894.4973411,11195.5075703,301.010229200001,0,0
2853,8*,1,11,21,41,61,31,51,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,28,28,B2,vest,2,8*,10894.4973411,11206.5109306,312.0135895,0,0
2642,2@,1,11,21,41,61,32,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,29,29,A2,weapon,5,2@,10894.4973411,11216.5082841,322.010943000001,0,0
4185,2@,1,12,22,41,61,32,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,642305,14253,52134,1,30,30,B5,weapon,5,2@,10894.4973411,11226.5084057,332.011064600001,0,0
