rt1,resp1,correct1,features_1,features_2,features_3,features_4,features_5,features_6,ExpName,subNo,seqA,seqB,block,trial,trialnum,cuetype,task,subtaskcode,corr_resp1,onsetTime_s,onsetTime_cue,onset_cue,onsetTime_cue_fb,onset_cue_fb
3434,3#,1,11,41,62,31,21,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,2519390,21453,54231,1,1,1,A1,vest,2,3#,64949.66862,64957.68018,8.0115553,0,0
4449,4$,1,12,42,61,31,21,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,2519390,21453,54231,1,2,2,B4,glasses,3,4$,64949.66862,64968.68197,19.0133454,0,0
1999,3#,1,11,42,61,32,22,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,2519390,21453,54231,1,3,3,A1,vest,2,3#,64949.66862,64980.68031,31.01169,0,0
2932,2@,1,12,42,62,32,22,51,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,2519390,21453,54231,1,4,4,B2,weapon,5,2@,64949.66862,64990.68113,41.0125124,0,0
2469,7&,1,11,41,61,32,21,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,2519390,21453,54231,1,5,5,A2,helmet,1,7&,64949.66862,65000.67954,51.0109201,0,0
3324,2@,1,12,42,61,32,22,51,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,2519390,21453,54231,1,6,6,B2,weapon,5,2@,64949.66862,65010.68072,61.0121016,0,0
2147,3#,1,11,41,62,32,21,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,2519390,21453,54231,1,7,7,A1,vest,2,3#,64949.66862,65021.68177,72.0131494,0,0
2540,2@,1,11,42,61,32,22,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,2519390,21453,54231,1,8,8,B2,weapon,5,2@,64949.66862,65031.68019,82.0115724,0,0
3043,4$,1,11,41,61,32,22,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,2519390,21453,54231,1,9,9,A5,glasses,3,4$,64949.66862,65041.68047,92.0118453,0,0
2679,9(,1,12,41,62,32,22,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,2519390,21453,54231,1,10,10,B1,tools,6,9(,64949.66862,65052.68096,103.0123391,0,0
5175,9(,1,12,41,61,31,22,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,2519390,21453,54231,1,11,11,A4,tools,6,9(,64949.66862,65062.67954,113.0109218,0,0
