rt1,resp1,correct1,features_1,features_2,features_3,features_4,features_5,features_6,ExpName,subNo,seqA,seqB,block,trial,trialnum,cuetype,task,subtaskcode,corr_resp1,onsetTime_s,onsetTime_cue,onset_cue,onsetTime_cue_fb,onset_cue_fb
3510,2@,1,22,31,42,62,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,12,12,B5,helmet,1,2@,5250.2017324,5399.2135189,149.0117865,0,0
5862,3#,1,21,31,42,62,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,13,13,A5,weapon,5,3#,5250.2017324,5410.213707,160.0119746,0,0
6788,8*,0,22,32,42,62,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,14,14,B4,weapon,5,3#,5250.2017324,5423.2125753,173.0108429,5430.0171454,179.815413
4273,7&,0,22,31,41,61,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,15,15,A2,helmet,1,2@,5250.2017324,5437.212146,187.0104136,5441.4988754,191.297143
6125,3#,0,21,32,42,61,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,16,16,B5,helmet,1,2@,5250.2017324,5449.2131944,199.011462,5455.3515883,205.1498559
1969,4$,1,22,32,42,61,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,17,17,A1,tools,6,4$,5250.2017324,5463.2126384,213.010906,0,0
4894,7&,1,21,31,41,62,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,18,18,B2,vest,2,7&,5250.2017324,5472.2126551,222.0109227,0,0
7474,2@,1,22,32,42,62,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,19,19,A2,helmet,1,2@,5250.2017324,5484.2122341,234.010501700001,0,0
2730,9(,0,22,32,41,61,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,20,20,B1,glasses,3,8*,5250.2017324,5499.213229,249.0114966,5501.953251,251.7515186
5449,7&,1,22,32,41,62,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,21,21,A3,vest,2,7&,5250.2017324,5509.2140408,259.0123084,0,0
4378,2@,1,22,32,42,62,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,22,22,B5,helmet,1,2@,5250.2017324,5522.2150929,272.0133605,0,0
7335,2@,0,21,32,42,61,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,23,23,A5,weapon,5,3#,5250.2017324,5534.2130075,284.0112751,5541.5633732,291.3616408
4007,4$,0,21,31,42,61,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,24,24,B2,vest,2,7&,5250.2017324,5549.2141329,299.0124005,5553.2329723,303.0312399
3344,4$,1,21,31,41,62,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,25,25,A1,tools,6,4$,5250.2017324,5561.212912,311.0111796,0,0
4896,4$,1,22,32,42,61,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,26,26,B3,tools,6,4$,5250.2017324,5572.2146502,322.0129178,0,0
5967,8*,1,21,32,42,61,51,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,27,27,A4,glasses,3,8*,5250.2017324,5584.2122833,334.0105509,0,0
3384,2@,1,21,31,42,61,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,28,28,B5,helmet,1,2@,5250.2017324,5597.2126981,347.0109657,0,0
2300,3#,1,21,32,42,62,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,29,29,A5,weapon,5,3#,5250.2017324,5608.2127069,358.0109745,0,0
5352,7&,1,22,32,42,61,51,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,30,30,B2,vest,2,7&,5250.2017324,5618.2152887,368.0135563,0,0
2155,4$,1,22,32,42,61,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,31,31,A1,tools,6,4$,5250.2017324,5631.2143665,381.0126341,0,0
4415,8*,1,21,31,41,61,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,32,32,B1,glasses,3,8*,5250.2017324,5641.2125925,391.0108601,0,0
4559,2@,1,22,32,42,61,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,33,33,A2,helmet,1,2@,5250.2017324,5653.2132274,403.011495,0,0
5890,3#,1,22,32,41,61,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,34,34,B4,weapon,5,3#,5250.2017324,5665.2139,415.0121676,0,0
6334,8*,0,22,32,42,61,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,35,35,A3,vest,2,7&,5250.2017324,5678.2124789,428.0107465,5684.5597491,434.3580167
5548,3#,1,22,31,42,62,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,36,36,B4,weapon,5,3#,5250.2017324,5692.2124958,442.010763400001,0,0
6560,3#,0,22,32,41,62,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,37,37,A4,glasses,3,8*,5250.2017324,5705.212858,455.0111256,5711.7848705,461.5831381
4597,7&,1,22,32,41,62,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,38,38,B2,vest,2,7&,5250.2017324,5719.2132278,469.0114954,0,0
2802,2@,1,21,32,41,62,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,39,39,A2,helmet,1,2@,5250.2017324,5731.21294,481.0112076,0,0
4084,4$,1,22,32,42,61,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,1,40,40,B3,tools,6,4$,5250.2017324,5741.2127683,491.0110359,0,0
5704,9(,0,21,31,42,61,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,1,41,B1,glasses,3,8*,5801.753246,5809.7632057,8.00995969999985,5815.4880908,13.7348447999993
3703,4$,1,22,32,42,62,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,2,42,A1,tools,6,4$,5801.753246,5822.7635856,21.0103395999995,0,0
3252,8*,1,22,31,41,62,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,3,43,B1,glasses,3,8*,5801.753246,5833.7651111,32.0118650999993,0,0
3748,2@,1,22,32,42,61,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,4,44,A2,helmet,1,2@,5801.753246,5844.7657365,43.0124904999993,0,0
3198,4$,1,21,31,42,62,51,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,5,45,B3,tools,6,4$,5801.753246,5855.7655112,54.0122652,0,0
5979,3#,1,21,31,41,62,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,6,46,A5,weapon,5,3#,5801.753246,5866.7650456,65.0117995999999,0,0
4480,2@,1,22,32,42,62,51,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,7,47,B5,helmet,1,2@,5801.753246,5879.7636604,78.0104143999997,0,0
3062,2@,1,22,31,41,62,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,8,48,A2,helmet,1,2@,5801.753246,5891.7652319,90.0119858999997,0,0
3303,4$,0,22,32,42,61,51,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,9,49,B2,vest,2,7&,5801.753246,5902.765785,101.012538999999,5906.0830823,104.329836299999
7218,3#,0,22,32,41,61,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,10,50,A4,glasses,3,8*,5801.753246,5913.7644912,112.011245199999,5920.9971413,119.2438953
2844,8*,1,21,31,41,62,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,11,51,B1,glasses,3,8*,5801.753246,5928.7658253,127.0125793,0,0
4560,3#,1,22,31,42,61,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,12,52,A5,weapon,5,3#,5801.753246,5938.7657613,137.0125153,0,0
3054,3#,1,22,32,42,62,51,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,13,53,B4,weapon,5,3#,5801.753246,5950.7642791,149.0110331,0,0
4344,8*,1,21,31,42,62,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,14,54,A4,glasses,3,8*,5801.753246,5961.7658999,160.012653899999,0,0
5049,7&,1,21,32,42,61,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,15,55,B2,vest,2,7&,5801.753246,5973.765336,172.01209,0,0
5022,3#,0,21,31,42,61,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,16,56,A4,glasses,3,8*,5801.753246,5986.767165,185.013919,5991.8008721,190.047626099999
3676,2@,1,21,32,42,62,51,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,17,57,B5,helmet,1,2@,5801.753246,5999.7644242,198.011178199999,0,0
3146,2@,1,22,31,42,61,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,18,58,A2,helmet,1,2@,5801.753246,6010.7644411,209.0111951,0,0
5607,8*,0,22,31,41,61,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,19,59,B3,tools,6,4$,5801.753246,6021.7648715,220.011625499999,6027.3878739,225.6346279
4313,7&,1,22,32,42,62,51,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,20,60,A3,vest,2,7&,5801.753246,6034.7634589,233.0102129,0,0
3470,7&,1,22,32,41,61,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,21,61,B2,vest,2,7&,5801.753246,6046.7640589,245.0108129,0,0
3108,7&,1,22,32,42,62,51,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,22,62,A3,vest,2,7&,5801.753246,6057.7644891,256.0112431,0,0
4281,4$,1,22,31,41,62,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,23,63,B3,tools,6,4$,5801.753246,6068.7640251,267.0107791,0,0
2848,7&,1,21,31,41,62,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,24,64,A3,vest,2,7&,5801.753246,6080.7660444,279.0127984,0,0
6754,2@,1,21,32,42,61,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,25,65,B5,helmet,1,2@,5801.753246,6090.7637552,289.010509199999,0,0
4036,8*,1,21,31,41,61,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,26,66,A4,glasses,3,8*,5801.753246,6104.7635613,303.0103153,0,0
4644,3#,1,22,31,42,61,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,27,67,B4,weapon,5,3#,5801.753246,6116.7648901,315.0116441,0,0
1908,4$,1,22,32,42,61,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,28,68,A1,tools,6,4$,5801.753246,6128.7648705,327.0116245,0,0
5079,3#,1,22,32,42,61,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,29,69,B4,weapon,5,3#,5801.753246,6137.7653503,336.0121043,0,0
6107,7&,1,22,31,41,61,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,30,70,A3,vest,2,7&,5801.753246,6150.7651688,349.011922799999,0,0
2332,8*,1,22,32,41,62,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,31,71,B1,glasses,3,8*,5801.753246,6164.766514,363.013268,0,0
2069,4$,1,22,32,41,61,51,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,32,72,A1,tools,6,4$,5801.753246,6174.7643862,373.0111402,0,0
4184,3#,1,22,32,42,62,51,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,33,73,B4,weapon,5,3#,5801.753246,6184.764746,383.0115,0,0
1713,4$,1,21,31,42,61,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,34,74,A1,tools,6,4$,5801.753246,6196.7668432,395.0135972,0,0
3383,2@,1,21,32,41,62,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,35,75,B5,helmet,1,2@,5801.753246,6205.766146,404.0129,0,0
4469,3#,1,22,32,41,62,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,36,76,A5,weapon,5,3#,5801.753246,6216.766107,415.012861,0,0
5015,7&,1,21,32,41,62,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,37,77,B2,vest,2,7&,5801.753246,6228.7657026,427.012456599999,0,0
3562,2@,1,22,31,42,62,51,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,38,78,A2,helmet,1,2@,5801.753246,6241.7651992,440.0119532,0,0
4862,4$,1,21,31,41,62,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,39,79,B3,tools,6,4$,5801.753246,6252.7660051,451.0127591,0,0
5033,3#,1,21,32,42,61,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,2,40,80,A5,weapon,5,3#,5801.753246,6264.7645064,463.0112604,0,0
2495,4$,1,22,31,42,61,51,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,1,81,A1,tools,6,4$,6347.6450554,6355.65422967526,8.00917427525474,0,0
5483,7&,1,22,31,41,61,51,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,2,82,B2,vest,2,7&,6347.6450554,6365.65397768501,18.008922285012,0,0
2568,4$,1,22,31,41,62,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,3,83,A1,tools,6,4$,6347.6450554,6378.65350697589,31.0084515758917,0,0
3760,4$,1,21,32,41,61,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,4,84,B3,tools,6,4$,6347.6450554,6388.65332286142,41.0082674614159,0,0
3649,7&,1,22,32,41,61,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,5,85,A3,vest,2,7&,6347.6450554,6399.6568598,52.0118044000001,0,0
3791,3#,1,22,32,42,61,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,6,86,B4,weapon,5,3#,6347.6450554,6410.6570609,63.0120054999998,0,0
1002,4$,1,21,31,41,61,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,7,87,A1,tools,6,4$,6347.6450554,6421.6555559,74.0105004999996,0,0
3886,3#,1,22,32,42,62,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,8,88,B4,weapon,5,3#,6347.6450554,6430.658475,83.0134195999999,0,0
4034,3#,1,21,31,41,62,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,9,89,A5,weapon,5,3#,6347.6450554,6441.6557716,94.0107161999995,0,0
1822,8*,1,21,32,42,61,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,10,90,B1,glasses,3,8*,6347.6450554,6453.6565281,106.0114727,0,0
3942,3#,1,21,32,41,62,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,11,91,A5,weapon,5,3#,6347.6450554,6462.6566064,115.011551,0,0
2410,2@,1,21,31,42,62,51,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,12,92,B5,helmet,1,2@,6347.6450554,6473.6567168,126.0116614,0,0
5063,7&,0,21,31,41,62,51,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,13,93,A2,helmet,1,2@,6347.6450554,6483.6566949,136.0116395,6488.7372397,141.0921843
4045,4$,1,22,31,41,61,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,14,94,B3,tools,6,4$,6347.6450554,6496.654701,149.0096456,0,0
3321,7&,1,22,32,42,62,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,15,95,A3,vest,2,7&,6347.6450554,6508.6563983,161.011342899999,0,0
4048,2@,1,21,31,42,62,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,16,96,B5,helmet,1,2@,6347.6450554,6519.6581313,172.013075899999,0,0
4133,8*,1,21,32,41,61,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,17,97,A4,glasses,3,8*,6347.6450554,6531.6564331,184.0113777,0,0
3137,8*,1,21,32,41,62,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,18,98,B1,glasses,3,8*,6347.6450554,6543.6561192,196.0110638,0,0
5415,2@,1,22,32,41,61,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,19,99,A2,helmet,1,2@,6347.6450554,6554.6576822,207.012626799999,0,0
4525,3#,1,22,32,42,61,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,20,100,B4,weapon,5,3#,6347.6450554,6567.6562312,220.011175799999,0,0
4056,3#,1,22,32,41,61,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,21,101,A5,weapon,5,3#,6347.6450554,6579.6569149,232.011859499999,0,0
1777,8*,1,21,31,41,62,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,22,102,B1,glasses,3,8*,6347.6450554,6591.6586787,244.013623299999,0,0
3514,7&,1,22,32,42,61,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,23,103,A3,vest,2,7&,6347.6450554,6600.6564305,253.0113751,0,0
6077,3#,1,22,31,41,61,51,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,24,104,B4,weapon,5,3#,6347.6450554,6611.6566034,264.011547999999,0,0
3308,2@,1,21,31,41,62,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,25,105,A2,helmet,1,2@,6347.6450554,6625.6566677,278.0116123,0,0
3978,4$,1,22,32,41,61,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,26,106,B3,tools,6,4$,6347.6450554,6636.6642956,289.019240199999,0,0
1773,4$,1,22,31,42,61,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,27,107,A1,tools,6,4$,6347.6450554,6647.6563396,300.0112842,0,0
2619,2@,1,22,32,41,61,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,28,108,B5,helmet,1,2@,6347.6450554,6656.6587034,309.013648,0,0
3474,3#,1,21,31,41,62,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,29,109,A5,weapon,5,3#,6347.6450554,6666.6568817,319.011826299999,0,0
3009,7&,1,22,32,42,62,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,30,110,B2,vest,2,7&,6347.6450554,6677.6578698,330.0128144,0,0
4272,7&,1,21,32,41,61,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,31,111,A3,vest,2,7&,6347.6450554,6688.6576551,341.0125997,0,0
6829,3#,0,21,31,42,62,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,32,112,B2,vest,2,7&,6347.6450554,6700.6566121,353.011556699999,6707.4995518,359.854496399999
4771,8*,1,21,32,41,62,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,33,113,A4,glasses,3,8*,6347.6450554,6714.6554461,367.010390699999,0,0
3599,4$,1,22,32,42,61,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,34,114,B3,tools,6,4$,6347.6450554,6726.6555223,379.010466899999,0,0
5412,9(,0,21,31,42,62,51,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,35,115,A4,glasses,3,8*,6347.6450554,6737.6552133,390.010157899999,6743.0807774,395.435722
3587,8*,1,22,32,42,61,51,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,36,116,B1,glasses,3,8*,6347.6450554,6750.656519,403.0114636,0,0
2750,2@,1,22,32,42,61,51,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,37,117,A2,helmet,1,2@,6347.6450554,6761.6573591,414.012303699999,0,0
4866,7&,1,21,31,42,61,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,38,118,B2,vest,2,7&,6347.6450554,6771.656184,424.0111286,0,0
5214,8*,1,22,31,42,62,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,39,119,A4,glasses,3,8*,6347.6450554,6783.6556332,436.0105778,0,0
4532,2@,1,21,31,41,62,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,3,40,120,B5,helmet,1,2@,6347.6450554,6796.65655,449.011494599999,0,0
1943,8*,1,22,32,42,61,52,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,4,1,121,B1,glasses,3,8*,6907.8260624,6915.83422925455,8.00816685454811,0,0
1472,4$,1,21,32,42,61,52,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,4,2,122,A1,tools,6,4$,6907.8260624,6924.8342154,17.0081529999998,0,0
4223,7&,1,21,32,42,62,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,4,3,123,B2,vest,2,7&,6907.8260624,6933.8401701,26.0141076999998,0,0
2669,7&,1,21,32,42,61,51,12,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,4,4,124,A3,vest,2,7&,6907.8260624,6945.8373079,38.0112454999999,0,0
2202,7&,1,22,31,41,61,51,11,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,44586,51234,32541,4,5,125,B2,vest,2,7&,6907.8260624,6955.8387539,48.0126914999992,0,0
